Date,GOOG,Mkt-RF,SMB,HML,RF
20140103,-0.007276974,0.03,0.37,0.04,0
20140106,0.011149321,-0.34,-0.58,0.28,0
20140107,0.019260373,0.68,0.39,-0.39,0
20140108,0.002089846,0.04,0.01,-0.11,0
20140109,-0.009621282,0.02,0.2,-0.42,0
20140110,-5.31E-05,0.27,0.55,-0.82,0
20140113,-0.006370667,-1.32,-0.07,0.12,0
20140114,0.023526688,1.15,0.16,-0.32,0
20140115,-0.000696015,0.53,0.22,0.21,0
20140116,0.006634163,-0.07,0.31,-0.7,0
20140117,-0.004929858,-0.39,0.03,0.03,0
20140121,0.01145569,0.3,0.46,0,0
20140122,0.001134313,0.15,0.27,0.21,0
20140123,-0.004240271,-0.86,0.17,-0.54,0
20140124,-0.031256465,-2.19,-0.38,0.17,0
20140127,-0.020109982,-0.65,-0.85,0.4,0
20140128,0.019778064,0.73,0.16,0.05,0
20140129,-0.014318789,-1.07,-0.4,0.23,0
20140130,0.025710982,1.22,0.3,-0.38,0
20140131,0.04014515,-0.66,-0.08,-0.32,0
20140203,-0.040255385,-2.49,-0.87,0.27,0
20140204,0.004182033,0.77,-0.04,-0.05,0
20140205,0.0044282,-0.23,-0.61,0.21,0
20140206,0.014660602,1.21,-0.5,0.25,0
20140207,0.015069485,1.33,-0.17,-0.63,0
20140210,-0.003838837,0.16,0.13,-0.47,0
20140211,0.014715411,1.09,-0.2,0.25,0
20140212,-0.002940732,0.11,0.25,-0.06,0
20140213,0.011140324,0.72,0.72,-0.07,0
20140214,0.002416868,0.42,-0.36,0.38,0
20140218,0.006717659,0.27,0.97,-0.23,0
20140219,-0.007069239,-0.74,-0.27,-0.44,0
20140220,0.001480471,0.7,0.55,-0.2,0
20140221,-0.000265759,-0.09,0.34,-0.05,0
20140224,0.007243849,0.65,0.18,0.32,0
20140225,0.006185567,-0.1,0.13,-0.6,0
20140226,0.000131148,0.12,0.67,-0.1,0
20140227,-0.000786782,0.54,0.15,0.02,0
20140228,-0.002919948,0.15,-0.73,0.82,0
20140303,-0.010661051,-0.7,0.08,0.14,0
20140304,0.010160641,1.67,1.11,-0.15,0
20140305,0.00276566,0.01,-0.28,0.3,0
20140306,0.001099929,0.16,-0.33,0.77,0
20140307,-0.003952115,0.04,-0.11,0.54,0
20140310,-0.002650686,-0.09,-0.1,0.07,0
20140311,-0.009557925,-0.62,-0.53,-0.2,0
20140312,0.006100102,0.13,0.3,-0.18,0
20140313,-0.015108092,-1.21,-0.1,0.22,0
20140314,-0.013674667,-0.16,0.7,-0.07,0
20140317,0.016439291,0.9,-0.37,0.02,0
20140318,0.016089524,0.82,0.74,-0.39,0
20140319,-0.009923551,-0.59,-0.18,0.62,0
20140320,-0.001734432,0.52,-0.49,0.99,0
20140321,-0.011794581,-0.37,-0.28,0.88,0
20140324,-0.021233433,-0.64,-0.89,0.9,0
20140325,0.000690894,0.3,-0.35,0.13,0
20140326,-0.023094449,-0.89,-1.17,0.25,0
20140327,-0.015989964,-0.19,-0.1,-0.33,0
20140328,0.002747203,0.41,-0.44,0.55,0
20140331,-0.005389822,0.97,0.99,-0.18,0
20140401,0.018291475,0.87,0.73,-0.38,0
20140402,-0.00028288,0.29,0.05,0.13,0
20140403,0.004828013,-0.31,-0.89,0.8,0
20140404,-0.046692949,-1.47,-1.13,0.68,0
20140407,-0.009175667,-1.26,-0.29,-0.05,0
20140408,0.031117239,0.5,0.3,-0.2,0
20140409,0.016661245,1.21,0.33,-0.88,0
20140410,-0.041112691,-2.24,-0.7,0.79,0
20140411,-0.019129887,-1.07,-0.4,0.25,0
20140414,0.003609563,0.7,-0.51,0.21,0
20140415,0.007362633,0.59,-0.38,0.2,0
20140416,0.037478737,1.13,0.03,-0.38,0
20140417,-0.036737415,0.23,0.33,0.21,0
20140421,-0.013953575,0.36,0.21,-0.43,0
20140422,0.011722974,0.58,0.72,-0.35,0
20140423,-0.01471829,-0.31,-0.64,0.89,0
20140424,-0.00338725,0.08,-0.41,-0.19,0
20140425,-0.017089284,-1.05,-0.94,0.56,0
20140428,0.001864911,0.11,-0.63,-0.58,0
20140429,0.02041766,0.56,-0.23,-0.13,0
20140430,-0.001976209,0.35,0.24,-0.04,0
20140501,0.008910552,0.04,-0.16,-0.18,0
20140502,-0.006454048,-0.07,0.2,0.43,0
20140505,-0.000208935,0.13,-0.28,-0.55,0
20140506,-0.024013527,-1.03,-0.53,0.13,0
20140507,-0.010063652,0.45,-0.85,1.12,0
20140508,0.00204499,-0.26,-1.01,0.38,0
20140509,0.015129513,0.25,0.7,-0.36,0
20140512,0.021573138,1.2,1.39,-0.25,0
20140513,0.005979526,-0.05,-1.06,0.23,0
20140514,-0.012076068,-0.6,-1.09,-0.46,0
20140515,-0.012661602,-0.9,0.34,-0.27,0
20140516,0.001234187,0.36,0.27,-0.43,0
20140519,0.015812789,0.5,0.62,0.06,0
20140520,0.001725413,-0.78,-0.82,0.23,0
20140521,0.017300121,0.81,-0.27,0.09,0
20140522,0.011368288,0.36,0.63,-0.25,0
20140523,0.014018434,0.49,0.61,-0.22,0
20140527,0.023966327,0.69,0.69,-0.17,0
20140528,-0.007547838,-0.11,-0.31,0.22,0
20140529,-0.002838576,0.54,-0.2,-0.11,0
20140530,-0.000340167,0.06,-0.68,0.25,0
20140602,-0.010656207,0.06,-0.69,0.38,0
20140603,-0.016219837,-0.05,-0.26,0.19,0
20140604,-0.000515227,0.28,0.23,-0.08,0
20140605,0.016956017,0.77,1.29,-0.18,0
20140606,0.004399146,0.54,0.49,-0.01,0
20140609,0.010399957,0.22,1.01,-0.31,0
20140610,-0.002782832,-0.03,-0.18,-0.04,0
20140611,-0.003058925,-0.34,-0.14,-0.25,0
20140612,-0.013403671,-0.68,0.11,0.17,0
20140613,0.000745671,0.31,-0.06,-0.18,0
20140616,-0.013557474,0.13,0.47,-0.7,0
20140617,-0.002339763,0.34,0.54,0.46,0
20140618,0.019094401,0.75,-0.27,-0.09,0
20140619,0.002754322,0.12,-0.15,-0.02,0
20140620,0.002638332,0.18,0.18,0.06,0
20140623,0.015427871,-0.01,-0.25,0.1,0
20140624,-0.000585729,-0.72,-0.34,-0.24,0
20140625,0.024863694,0.53,0.35,0.15,0
20140626,-0.004592164,-0.11,-0.08,0.03,0
20140627,0.002158699,0.26,0.48,-0.22,0
20140630,-0.003387416,0.07,0.26,0.17,0
20140701,0.012828781,0.74,0.49,-0.38,0
20140702,-0.000567918,-0.03,-0.46,-0.19,0
20140703,0.004115439,0.59,0.21,0.1,0
20140707,-0.004235762,-0.62,-1.27,0.34,0
20140708,-0.019167843,-0.82,-0.68,0.72,0
20140709,0.008726494,0.46,-0.39,-0.12,0
20140710,-0.008633594,-0.49,-0.58,-0.01,0
20140711,0.014134214,0.12,-0.21,-0.39,0
20140714,0.009833965,0.46,0.01,-0.14,0
20140715,-0.000154302,-0.32,-0.96,1.02,0
20140716,-0.003635241,0.32,-0.63,0.35,0
20140717,-0.015316835,-1.21,-0.4,0.19,0
20140718,0.037209871,1.12,0.5,-0.46,0
20140721,-0.009419496,-0.25,-0.24,0.05,0
20140722,0.008930698,0.53,0.25,-0.31,0
20140723,0.002090675,0.19,0.15,-0.75,0
20140724,-0.004408177,0.05,-0.28,0.01,0
20140725,-0.007300627,-0.53,-0.36,0.15,0
20140728,0.00267275,-0.08,-0.47,0.27,0
20140729,-0.008438317,-0.33,0.72,-0.68,0
20140730,0.003082139,0.12,0.44,-0.3,0
20140731,-0.026919991,-2.03,-0.21,0.49,0
20140801,-0.009683531,-0.32,-0.19,-0.05,0
20140804,0.0125062,0.74,0.01,-0.21,0
20140805,-0.014101263,-0.84,0.79,-0.18,0
20140806,0.002306928,0.02,0.38,0.19,0
20140807,-0.005311427,-0.52,-0.04,-0.13,0
20140808,0.00959382,1.13,-0.21,-0.16,0
20140811,-0.001551454,0.4,0.59,-0.28,0
20140812,-0.00907598,-0.23,-0.6,0.27,0
20140813,0.021418771,0.69,-0.09,-0.23,0
20140814,-0.000226793,0.44,-0.24,0.02,0
20140815,-0.0020416,0,-0.15,-0.12,0
20140818,0.015142243,0.93,0.6,-0.19,0
20140819,0.008061043,0.49,-0.13,-0.08,0
20140820,-0.004032465,0.19,-0.65,0.28,0
20140821,-0.00192146,0.28,-0.14,0.8,0
20140822,-0.001375114,-0.1,0.31,-0.36,0
20140825,-0.004062172,0.5,-0.23,0.04,0
20140826,-0.004026892,0.19,0.71,-0.33,0
20140827,-0.01186923,0,-0.23,0.14,0
20140828,-0.003161,-0.19,-0.42,0.1,0
20140829,0.004228032,0.39,0.28,0.09,0
20140902,0.010016841,0.06,0.47,-0.09,0
20140903,0.001059488,-0.14,-0.55,0.23,0
20140904,0.006992158,-0.17,-0.15,-0.16,0
20140905,0.007046986,0.45,-0.26,-0.05,0
20140908,0.006210649,-0.22,0.53,-0.44,0
20140909,-0.014776147,-0.72,-0.42,0,0
20140910,0.003589797,0.45,0.22,-0.41,0
20140911,-0.002992261,0.19,0.48,0.2,0
20140912,-0.009866152,-0.55,-0.23,0.11,0
20140915,-0.004372518,-0.28,-1.07,0.64,0
20140916,0.011950379,0.7,-0.4,-0.11,0
20140917,0.008316619,0.17,0.09,-0.21,0
20140918,0.007699299,0.5,0.02,0,0
20140919,0.0115543,-0.18,-0.96,0.02,0
20140922,-0.014618555,-0.97,-0.56,0.09,0
20140923,-0.010618683,-0.62,-0.31,-0.04,0
20140924,0.011802464,0.81,0.1,-0.93,0
20140925,-0.021982332,-1.62,0.08,0.13,0
20140926,0.00353973,0.85,-0.03,-0.24,0
20140929,-0.001285794,-0.22,0.18,-0.44,0
20140930,0.001739796,-0.4,-1,0.11,0
20141001,-0.015752544,-1.39,-0.14,0.3,0
20141002,0.003193873,0.15,1.02,-0.38,0
20141003,0.009128966,1.08,-0.38,-0.43,0
20141006,0.003590664,-0.26,-0.78,0.37,0
20141007,-0.023568439,-1.56,-0.12,0.12,0
20141008,0.015528282,1.7,0.03,-0.06,0
20141009,-0.020300212,-2.17,-0.41,-0.42,0
20141010,-0.029213001,-1.3,-0.15,0.51,0
20141013,-0.020718232,-1.59,1.35,0.49,0
20141014,0.008876352,0.28,0.86,-0.12,0
20141015,-0.014707253,-0.53,1.82,-1.33,0
20141016,-0.010424155,0.22,1.07,0.24,0
20141017,-0.025426807,1.14,-1.57,-0.09,0
20141020,0.018910489,0.94,0.21,-0.33,0
20141021,0.010954737,1.98,-0.43,0.06,0
20141022,0.011712055,-0.85,-0.56,0.18,0
20141023,0.021157647,1.29,0.52,-0.44,0
20141024,-0.007723645,0.66,-0.46,-0.12,0
20141027,0.001839123,-0.17,0.12,-0.31,0
20141028,0.015038291,1.37,1.57,0.02,0
20141029,0.000785532,-0.18,-0.03,0.41,0
20141030,0.001770622,0.6,0.28,-0.51,0
20141031,0.015943878,1.23,0.27,0.2,0
20141103,-0.00690521,-0.01,-0.26,-0.08,0
20141104,-0.002004696,-0.35,-0.01,-0.2,0
20141105,-0.014766825,0.48,-0.55,0.86,0
20141106,-0.007108352,0.49,0.09,-0.47,0
20141107,-0.001905431,0.09,0.01,0.46,0
20141110,0.011973384,0.33,0.21,-0.51,0
20141111,0.005109984,0.1,0.02,-0.28,0
20141112,-0.005412005,0.07,0.77,-0.29,0
20141113,-0.003517708,-0.03,-0.89,-0.36,0
20141114,-0.001801835,0.06,-0.15,0.16,0
20141117,-0.014495957,-0.05,-0.98,0.26,0
20141118,-0.002747458,0.51,0.04,-0.34,0
20141119,0.003654628,-0.21,-0.94,-0.02,0
20141120,-0.004014789,0.31,0.87,0.03,0
20141121,0.004987157,0.48,-0.4,-0.07,0
20141124,0.003283398,0.4,0.95,-0.52,0
20141125,0.003365626,-0.09,0.05,-0.04,0
20141126,-0.001315789,0.3,0.1,-0.48,0
20141128,0.002709273,-0.35,-0.88,-1.15,0
20141201,-0.014823725,-0.9,-0.97,0.6,0
20141202,-9.39E-05,0.65,0.4,0.08,0
20141203,-0.004546394,0.46,0.43,0.31,0
20141204,0.011266915,-0.17,-0.31,0.07,0
20141205,-0.022432069,0.25,0.58,0.24,0
20141208,0.003283571,-0.82,-0.57,0.22,0
20141209,0.012120866,0.13,1.7,-0.11,0
20141210,-0.013705326,-1.72,-0.61,-0.11,0
20141211,0.004326941,0.5,-0.08,-0.18,0
20141212,-0.018315018,-1.55,0.49,-0.56,0
20141215,-0.009376692,-0.68,-0.26,0.08,0
20141216,-0.035832081,-0.8,0.6,0.59,0
20141217,0.019189118,2.15,0.85,-0.09,0
20141218,0.012293698,2.36,-0.88,-0.17,0
20141219,0.010280557,0.43,-0.24,0.23,0
20141222,0.016487358,0.37,0.2,-0.1,0
20141223,0.010908813,0.21,-0.29,1.09,0
20141224,-0.003439543,0.07,0.36,-0.18,0
20141226,0.009956004,0.39,0.37,-0.32,0
20141229,-0.006928667,0.13,0.16,0.58,0
20141230,0.000170171,-0.48,0.05,0.34,0
20141231,-0.00758077,-0.93,0.5,-0.4,0
20150102,-0.003028802,-0.12,-0.6,0.08,0
20150105,-0.020845673,-1.84,0.34,-0.68,0
20150106,-0.023162783,-1.04,-0.78,-0.3,0
20150107,-0.001717973,1.19,0.18,-0.64,0
20150108,0.003141697,1.81,-0.12,-0.28,0
20150109,-0.01294634,-0.85,0.01,-0.48,0
20150112,-0.00729573,-0.79,0.4,-0.43,0
20150113,0.007369707,-0.19,0.29,0,0
20150114,0.009457985,-0.6,0.29,-0.51,0
20150115,0.001841842,-1.08,-0.96,0.58,0
20150116,0.012529475,1.36,0.46,-0.13,0
20150120,-0.00232884,0.11,-0.67,-0.53,0
20150121,0.021977805,0.42,-0.96,0.57,0
20150122,0.031570593,1.58,0.45,0.42,0
20150123,0.010395361,-0.47,0.52,-0.78,0
20150126,-0.008784148,0.43,0.57,-0.05,0
20150127,-0.030970135,-1.21,0.67,0.22,0
20150128,-0.01664701,-1.39,-0.06,-0.81,0
20150129,0.00129768,0.98,0.25,0.05,0
20150130,0.046734477,-1.3,-0.77,0.06,0
20150202,-0.011312047,1.25,-0.47,1,0
20150203,0.001442043,1.49,0.16,0.47,0
20150204,-0.012239717,-0.35,-0.08,-0.22,0
20150205,0.009226402,1.1,0.48,-0.1,0
20150206,0.006481165,-0.2,0.07,0.38,0
20150209,-0.005967331,-0.46,-0.38,0.11,0
20150210,0.017249568,1.05,-0.31,-0.69,0
20150211,-0.001811493,0.03,-0.1,-0.33,0
20150212,0.012984097,1,0.15,-0.06,0
20150213,0.011210845,0.47,0.18,-0.29,0
20150217,-0.011250936,0.17,-0.02,-0.04,0
20150218,-0.005781842,0.03,0.3,-0.81,0
20150219,0.005871205,-0.01,0.27,-0.38,0
20150220,-0.007222284,0.61,-0.41,-0.28,0
20150223,-0.013061194,-0.08,0.04,-0.37,0
20150224,0.00786125,0.32,-0.05,0.7,0
20150225,0.014514983,0.02,0.23,-0.48,0
20150226,0.021350345,-0.08,0.64,-0.5,0
20150227,0.005253087,-0.36,-0.21,0.21,0
20150302,0.023183149,0.62,0.24,-0.43,0
20150303,0.004019095,-0.43,-0.3,0.3,0
20150304,-0.00047197,-0.41,0.09,-0.39,0
20150305,0.003427772,0.15,0.25,-0.41,0
20150306,-0.013298243,-1.29,0.27,0.44,0
20150309,0.002048999,0.37,0.08,-0.01,0
20150310,-0.024326182,-1.63,0.43,-0.49,0
20150311,-0.00690166,-0.04,0.55,0.51,0
20150312,0.007859261,1.28,0.4,0.48,0
20150313,-0.014747559,-0.57,0.21,-0.05,0
20150316,0.013136199,1.23,-0.78,-0.39,0
20150317,-0.006618565,-0.2,0.54,-0.01,0
20150318,0.015728251,1.08,-0.53,-0.01,0
20150319,-0.002706239,-0.36,0.89,-1.12,0
20150320,0.004259066,0.81,-0.16,0.55,0
20150323,-0.002773652,-0.19,0.2,0.21,0
20150324,0.020366782,-0.51,0.59,-0.25,0
20150325,-0.019995428,-1.56,-1,1.04,0
20150326,-0.006478125,-0.22,0.12,-0.04,0
20150327,-0.01230019,0.32,0.49,-0.71,0
20150330,0.006729574,1.24,0.01,-0.02,0
20150331,-0.007302187,-0.75,0.42,0.37,0
20150401,-0.009935956,-0.38,0.33,0.44,0
20150402,-0.01295581,0.35,-0.08,0.29,0
20150406,0.002321836,0.61,-0.27,-0.11,0
20150407,0.000467028,-0.22,-0.19,-0.18,0
20150408,0.008551956,0.37,0.55,-0.72,0
20150409,-0.001536667,0.41,-0.71,-0.06,0
20150410,-0.001427777,0.49,-0.07,-0.29,0
20150413,-0.001559802,-0.38,0.5,0.25,0
20150414,-0.016273317,0.11,-0.21,0.22,0
20150415,0.004026922,0.57,0.23,0.36,0
20150416,0.002391398,-0.08,-0.09,-0.2,0
20150417,-0.018259007,-1.23,-0.46,0.19,0
20150420,0.021602694,0.95,0.17,-0.28,0
20150421,-0.002622165,-0.1,0.19,-0.72,0
20150422,0.010103097,0.46,-0.37,0.16,0
20150423,0.014147874,0.29,0.29,-0.23,0
20150424,0.033015582,0.17,-0.5,-0.3,0
20150427,-0.014445174,-0.54,-0.71,0.55,0
20150428,-0.003043016,0.27,0.19,1.04,0
20150429,-0.008308048,-0.38,-0.74,0.74,0
20150430,-0.021381219,-1.11,-1.07,0.73,0
20150501,0.001042171,1.01,-0.31,-0.61,0
20150504,0.005354155,0.32,0.04,0.23,0
20150505,-0.018454825,-1.19,-0.16,0.53,0
20150506,-0.012396383,-0.31,0.63,-0.14,0
20150507,0.012361222,0.39,0.07,-0.37,0
20150508,0.014169964,1.21,-0.56,-0.09,0
20150511,-0.0046821,-0.39,0.68,-0.03,0
20150512,-0.012432332,-0.27,0,0.13,0
20150513,0.001096325,0.01,0,0.03,0
20150514,0.016577924,1.01,-0.1,-0.35,0
20150515,-0.008450966,0.05,-0.24,-0.22,0
20150518,-0.002903437,0.44,0.74,-0.09,0
20150519,0.009505918,-0.09,-0.11,0.23,0
20150520,0.003554414,-0.05,0.21,-0.11,0
20150521,0.006008122,0.23,-0.3,0.01,0
20150522,-0.004423882,-0.22,-0.12,-0.11,0
20150526,-0.014422988,-1.01,-0.02,0,0
20150527,0.014032913,0.93,0.33,-0.32,0
20150528,-1.85E-05,-0.12,0.1,0.14,0
20150529,-0.014209493,-0.58,0,0.05,0
20150601,0.003533104,0.17,-0.04,-0.22,0
20150602,0.009719283,-0.02,0.32,0.36,0
20150603,0.002095775,0.39,0.87,-0.24,0
20150604,-0.00668135,-0.88,-0.1,0.01,0
20150605,-0.006279113,0.06,0.8,0.11,0
20150608,-0.012187576,-0.66,0.05,0.02,0
20150609,-0.00026574,0.02,-0.3,0.36,0
20150610,0.018986501,1.2,0.15,0.2,0
20150611,-0.003875608,0.21,-0.11,-0.1,0
20150612,-0.004264791,-0.64,0.32,0.12,0
20150615,-0.009636879,-0.45,0.11,-0.13,0
20150616,0.001801973,0.57,0.1,-0.01,0
20150617,0.002101676,0.16,-0.29,-0.65,0
20150618,0.014114046,0.99,0.23,-0.44,0
20150619,-7.45E-05,-0.43,0.56,-0.2,0
20150622,0.00279491,0.63,0.09,-0.04,0
20150623,0.004255003,0.12,0.23,0.29,0
20150624,-0.004884547,-0.79,-0.12,0.12,0
20150625,-0.004852744,-0.25,0.37,-0.21,0
20150626,-0.006613979,-0.06,-0.21,0.42,0
20150629,-0.019127687,-2.15,-0.43,0.18,0
20150630,-0.001936647,0.34,0.3,-0.66,0
20150701,0.002555186,0.6,-0.77,-0.07,0
20150702,0.002989422,-0.11,-0.57,-0.07,0
20150706,-0.001031716,-0.37,0.19,-0.58,0
20150707,0.004131125,0.53,-0.43,-0.26,0
20150708,-0.015599406,-1.68,-0.02,0.08,0
20150709,0.007449258,0.29,0.15,0,0
20150710,0.018149343,1.24,0.23,-0.53,0
20150713,0.030973535,1.14,-0.07,-0.43,0
20150714,0.026621535,0.47,0.15,0.14,0
20150715,-0.001568348,-0.19,-0.79,-0.08,0
20150716,0.035039806,0.78,-0.16,-0.64,0
20150717,0.160524274,0.05,-0.6,-0.68,0
20150720,-0.014726643,-0.01,-0.71,-0.6,0
20150721,-0.00108594,-0.47,0.02,0.3,0
20150722,-0.000301978,-0.18,0.19,0.21,0
20150723,-0.026914363,-0.6,-0.35,-0.33,0
20150724,-0.03215993,-1.08,-0.61,0.01,0
20150727,0.005933671,-0.74,-0.25,0.06,0
20150728,0.001179734,1.23,-0.35,-0.11,0
20150729,0.006257962,0.74,-0.37,0.54,0
20150730,0.001044419,0.12,0.17,-0.27,0
20150731,-0.011034003,-0.15,0.83,-1.02,0
20150803,0.008951264,-0.35,-0.32,-0.22,0
20150804,-0.003105147,-0.14,0.09,-0.18,0
20150805,0.023090981,0.36,-0.02,-0.35,0
20150806,-0.001708658,-0.88,-0.54,1.98,0
20150807,-0.011483164,-0.36,-0.45,-0.35,0
20150810,-0.002471273,1.31,0.14,0.68,0
20150811,0.042683793,-0.98,-0.09,0.39,0
20150812,-0.001846303,0.07,-0.09,-0.3,0
20150813,-0.004715265,-0.14,-0.43,0.03,0
20150814,0.001020641,0.43,0.13,0.43,0
20150817,0.00570672,0.6,0.45,-0.88,0
20150818,-0.007172364,-0.35,-0.64,0.38,0
20150819,0.007269901,-0.85,-0.11,-0.23,0
20150820,-0.021289151,-2.24,-0.29,0.63,0
20150821,-0.053105144,-2.95,1.83,0.13,0
20150824,-0.037339995,-3.9,0.34,-0.41,0
20150825,-0.012805075,-1.17,0.71,-0.61,0
20150826,0.079991753,3.68,-1.36,-0.36,0
20150827,0.014301168,2.4,-0.7,0.6,0
20150828,-0.01133922,0.23,0.98,0.1,0
20150831,-0.019242362,-0.74,0.77,1.42,0
20150901,-0.033093409,-2.91,0.32,-0.51,0
20150902,0.027685308,1.81,-0.15,-0.95,0
20150903,-0.013168604,0.17,-0.33,0.73,0
20150904,-0.009154639,-1.39,0.91,-0.57,0
20150908,0.023239554,2.52,-0.36,-0.56,0
20150909,-0.003156216,-1.34,0.16,0.12,0
20150910,0.014084737,0.49,-0.12,-0.32,0
20150911,0.007113543,0.44,-0.2,-0.7,0
20150914,-0.004043019,-0.41,0.03,0.01,0
20150915,0.019093768,1.22,-0.19,0.27,0
20150916,0.001322543,0.84,0.01,0.45,0
20150917,0.010880845,-0.17,0.91,-1.51,0
20150918,-0.021231918,-1.62,0.47,-0.96,0
20150921,0.009837108,0.36,-0.95,1.22,0
20150922,-0.020064837,-1.29,-0.27,0.14,0
20150923,-0.000529959,-0.27,-0.17,-0.15,0
20150924,0.005527348,-0.36,0.25,0.55,0
20150925,-0.022099712,-0.22,-1.67,1.85,0
20150928,-0.027909865,-2.63,-0.27,1.11,0
20150929,0.000134479,-0.07,-0.72,0.68,0
20150930,0.022606182,1.88,-0.42,-0.51,0
20151001,0.004717136,0.13,-0.46,-0.04,0
20151002,0.02555252,1.49,0.33,-0.79,0
20151005,0.023225024,1.93,0.61,0.77,0
20151006,0.00618891,-0.43,-0.23,1.71,0
20151007,-0.004771939,0.94,0.69,-0.2,0
20151008,-0.00498163,0.84,0.24,0.72,0
20151009,0.006962263,0.12,0.22,-1.08,0
20151012,0.004754432,0.06,-0.4,-0.11,0
20151013,0.008706141,-0.74,-0.73,0.67,0
20151014,-0.001747662,-0.6,-0.26,-0.03,0
20151015,0.016247927,1.56,0.65,-0.13,0
20151016,0.000695137,0.36,-0.49,-0.34,0
20151019,0.005889459,0,0.17,-0.68,0
20151020,-0.023750188,-0.15,0.01,1.19,0
20151021,-0.011794919,-0.74,-0.86,-0.23,0
20151022,0.014285492,1.5,-0.77,0.33,0
20151023,0.077034014,1.09,-0.02,-0.54,0
20151026,0.015356125,-0.2,-0.35,-0.72,0
20151027,-0.006018687,-0.42,-0.88,-0.9,0
20151028,0.006295078,1.43,1.4,0.63,0
20151029,0.005568413,-0.2,-0.87,0.07,0
20151030,-0.008522569,-0.42,0.22,-0.54,0
20151102,0.014490511,1.25,0.84,0,0
20151103,0.001456089,0.32,0.45,0.24,0
20151104,0.008239171,-0.26,0.34,-0.31,0
20151105,0.004312535,-0.08,0.04,0.43,0
20151106,0.003432479,0.14,0.81,0.3,0
20151109,-0.012088421,-0.95,-0.2,-0.06,0
20151110,0.004731752,0.13,0,0.23,0
20151111,0.009721002,-0.43,-0.51,-0.2,0
20151112,-0.005670383,-1.45,-0.5,-0.46,0
20151113,-0.019460361,-1.07,0.31,0.38,0
20151116,0.016680614,1.39,-0.59,0.49,0
20151117,-0.005020852,-0.11,-0.12,-0.63,0
20151118,0.020267476,1.61,-0.01,-0.07,0
20151119,-0.002148649,-0.13,-0.24,-0.17,0
20151120,0.024634011,0.35,0.45,-0.43,0
20151123,-0.000819455,-0.01,0.66,-0.34,0
20151124,-0.010185455,0.21,0.69,0.26,0
20151125,-0.000173732,0.09,0.88,-0.54,0
20151127,0.00282029,0.09,0.21,-0.27,0
20151130,-0.010209794,-0.47,0.13,0.7,0
20151201,0.032911392,0.97,-0.66,0.22,0
20151202,-0.006075302,-1.01,0.25,-0.68,0
20151203,-0.012906949,-1.5,-0.22,0.41,0
20151204,0.018962447,1.87,-1.04,-0.5,0
20151207,-0.00464261,-0.84,-0.86,-0.68,0
20151208,-0.001152964,-0.59,0.49,-1.21,0
20151209,-0.014113882,-0.83,-0.34,0.42,0
20151210,-0.002860526,0.3,0.1,-0.2,0
20151211,-0.014130174,-2.03,-0.21,-0.05,0
20151214,0.012045421,0.29,-1.04,-0.18,0
20151215,-0.005844043,1.1,0.03,0.8,0
20151216,0.01976056,1.47,0.02,-0.65,0
20151217,-0.011423446,-1.46,0.37,-0.34,0
20151218,-0.013503596,-1.7,0.74,-0.35,0
20151221,0.011443102,0.74,-0.18,-0.05,0
20151222,0.0029822,0.89,-0.05,0.53,0
20151223,0.000413333,1.3,0.13,0.6,0
20151224,-0.002545614,-0.11,0.3,-0.03,0
20151228,0.018853554,-0.28,-0.47,-0.39,0
20151229,0.018478446,1.05,0.09,-0.28,0
20151230,-0.007210919,-0.74,-0.17,-0.13,0
20151231,-0.015719844,-0.92,-0.25,0.25,0
20160104,-0.022454143,-1.59,-0.83,0.55,0
20160105,0.00099752,0.12,-0.23,0.03,0
20160106,0.001400523,-1.35,-0.12,-0.03,0
20160107,-0.023170437,-2.44,-0.29,0.06,0
20160108,-0.016409918,-1.11,-0.48,-0.04,0
20160111,0.002183437,-0.06,-0.63,0.33,0
20160112,0.014021759,0.72,-0.39,-0.8,0
20160113,-0.035134353,-2.67,-0.71,0.8,0
20160114,0.020212402,1.65,-0.02,-0.37,0
20160115,-0.028360757,-2.14,0.42,-0.19,0
20160119,0.010569515,-0.2,-1.34,-0.08,0
20160120,-0.004759258,-0.94,1.86,-1.23,0
20160121,0.011654378,0.45,-0.49,0.02,0
20160122,0.026408525,2.08,0.23,-0.22,0
20160125,-0.018724578,-1.71,-0.36,-0.98,0
20160126,0.00192505,1.52,0.38,1.18,0
20160127,-0.018301919,-1.11,-0.55,1.7,0
20160128,0.044243489,0.49,-0.48,1.23,0
20160129,0.016403086,2.57,0.46,0.38,0
20160201,0.01218117,-0.04,-0.2,-0.97,0.001
20160202,0.016821809,-2,-0.01,-0.38,0.001
20160203,-0.049303603,0.46,-0.3,0.44,0.001
20160204,-0.026054061,0.27,0.2,0.34,0.001
20160205,-0.034519286,-2.06,-1.1,1.69,0.001
20160208,-0.001214214,-1.51,-0.03,0.88,0.001
20160209,-0.006781498,-0.09,-0.47,-0.31,0.001
20160210,0.008862869,0.01,-0.07,-0.52,0.001
20160211,-0.001476349,-1.17,0.52,-1.52,0.001
20160212,-0.001039364,1.98,-0.55,1.1,0.001
20160216,0.012602579,1.78,0.55,-0.54,0.001
20160217,0.025180897,1.75,-0.06,-0.62,0.001
20160218,-0.015598532,-0.51,0.02,0.19,0.001
20160219,0.005105041,0.06,0.43,-0.6,0.001
20160222,0.007918278,1.43,-0.27,0.24,0.001
